Date,Open,High,Low,Close,Volume
15.03.2019,1302.825,1302.825,1302.825,1302.825,0
16.03.2019,1302.825,1302.825,1302.825,1302.825,0
17.03.2019,1303.245,1306.945,1298.462,1303.965,18691874.97
18.03.2019,1304.002,1311.095,1302.575,1306.875,24770484.95
19.03.2019,1305.855,1317.232,1298.862,1312.665,32773474.95
20.03.2019,1313.355,1320.602,1303.492,1309.795,36095544.95
21.03.2019,1309.925,1315.162,1307.045,1313.745,33542334.87
22.03.2019,1313.745,1313.745,1313.745,1313.745,0
23.03.2019,1313.745,1313.745,1313.745,1313.745,0
24.03.2019,1314.295,1324.742,1311.255,1322.102,26520209.8
25.03.2019,1322.365,1323.492,1312.932,1315.902,35175410.03
26.03.2019,1316.315,1319.535,1308.332,1311.295,42818724.93
27.03.2019,1310.045,1312.522,1288.752,1290.475,39337870.15
28.03.2019,1290.765,1299.992,1286.935,1292.495,35181273.04
29.03.2019,1292.495,1292.495,1292.495,1292.495,0
30.03.2019,1292.495,1292.495,1292.495,1292.495,0
31.03.2019,1293.345,1297.255,1286.642,1287.975,30568560.03
01.04.2019,1288.115,1292.952,1285.445,1292.935,22395379.11
02.04.2019,1292.535,1294.795,1288.622,1290.135,29608635.43
03.04.2019,1290.705,1294.622,1281.085,1292.605,20475455
04.04.2019,1292.955,1293.845,1284.602,1291.795,37717457.96
05.04.2019,1291.795,1291.795,1291.795,1291.795,0
06.04.2019,1291.795,1291.795,1291.795,1291.795,0
07.04.2019,1292.595,1303.915,1291.672,1297.532,18734515.16
08.04.2019,1298.175,1306.385,1296.792,1304.483,27104939.97
09.04.2019,1304.675,1310.845,1301.132,1308.275,31763210.46
10.04.2019,1309.255,1309.425,1289.842,1292.842,31689799.82
11.04.2019,1292.985,1295.975,1290.242,1290.865,27945500.24
12.04.2019,1290.865,1290.865,1290.865,1290.865,0
13.04.2019,1290.865,1290.865,1290.865,1290.865,0
14.04.2019,1291.505,1292.182,1282.732,1289.215,24657605.11
15.04.2019,1288.335,1288.985,1273.162,1277.145,37238605.26
16.04.2019,1277.265,1280.005,1273.192,1274.393,31266409.87
17.04.2019,1274.385,1277.845,1271.392,1276.105,33284885.06
18.04.2019,1276.105,1276.105,1276.105,1276.105,0
19.04.2019,1276.105,1276.105,1276.105,1276.105,0
20.04.2019,1276.105,1276.105,1276.105,1276.105,0
21.04.2019,1276.052,1280.002,1274.032,1275.245,17029935.11
22.04.2019,1275.535,1276.695,1266.502,1272.655,21658960.12
23.04.2019,1272.675,1278.725,1268.992,1276.785,27342819.93
24.04.2019,1276.165,1282.842,1273.602,1277.575,28259150.06
25.04.2019,1277.265,1288.895,1274.502,1286.305,36076215.31
26.04.2019,1286.305,1286.305,1286.305,1286.305,0
27.04.2019,1286.305,1286.305,1286.305,1286.305,0
28.04.2019,1286.725,1286.905,1278.285,1280.258,24498780.37
29.04.2019,1280.345,1286.405,1280.032,1284.475,28606170
30.04.2019,1283.705,1287.575,1273.132,1276.972,33100519.96
01.05.2019,1277.152,1278.252,1266.452,1271.815,33735720.13
02.05.2019,1271.015,1282.755,1268.792,1279.395,32829850
03.05.2019,1279.395,1279.395,1279.395,1279.395,0
04.05.2019,1279.395,1279.395,1279.395,1279.395,0
05.05.2019,1280.805,1286.002,1277.232,1280.662,46006009.24
06.05.2019,1281.845,1286.292,1278.352,1284.572,43402064.73
07.05.2019,1284.725,1291.685,1279.562,1281.235,38254684.78
08.05.2019,1281.435,1288.272,1279.835,1284.885,51022530.14
09.05.2019,1284.725,1289.682,1283.332,1286.115,49596549.81
10.05.2019,1286.115,1286.115,1286.115,1286.115,0
11.05.2019,1286.115,1286.115,1286.115,1286.115,0
12.05.2019,1287.995,1301.472,1282.152,1300.145,35915349.07
13.05.2019,1300.445,1303.535,1293.942,1297.092,36269266.14
14.05.2019,1297.505,1301.112,1293.252,1296.765,54868230.07
15.05.2019,1296.875,1298.915,1284.222,1287.955,28123675.38
16.05.2019,1287.045,1289.142,1275.042,1278.095,31168814.91
17.05.2019,1278.095,1278.095,1278.095,1278.095,0
18.05.2019,1278.095,1278.095,1278.095,1278.095,0
19.05.2019,1277.915,1279.182,1273.852,1277.902,25332919.98
20.05.2019,1278.165,1278.185,1269.732,1275.135,20108649.75
21.05.2019,1275.005,1277.495,1272.692,1273.622,23133034.88
22.05.2019,1273.665,1287.482,1273.015,1283.763,32598432.96
23.05.2019,1283.745,1285.432,1280.995,1285.225,33835790.02
24.05.2019,1285.225,1285.225,1285.225,1285.225,0
25.05.2019,1285.225,1285.225,1285.225,1285.225,0
26.05.2019,1285.155,1287.635,1283.992,1285.275,17254699.89
27.05.2019,1285.565,1286.822,1276.362,1280.395,41958014.71
28.05.2019,1280.115,1285.752,1279.312,1280.71,47780934.8
29.05.2019,1280.635,1289.472,1275.212,1288.705,32022442.03
30.05.2019,1288.855,1307,1288.265,1305.905,47959145.81
31.05.2019,1305.905,1305.905,1305.905,1305.905,0
01.06.2019,1305.905,1305.905,1305.905,1305.905,0
02.06.2019,1307.602,1328.192,1306.235,1325.355,48161748.44
03.06.2019,1325.375,1329.302,1320.135,1325.692,42843224.94
04.06.2019,1325.692,1344.292,1324.772,1330.685,62454344.54
05.06.2019,1331.632,1339.992,1327.445,1335.752,51855555
06.06.2019,1335.765,1348.455,1330.492,1341.302,47371324.75
07.06.2019,1341.302,1341.302,1341.302,1341.302,0
08.06.2019,1341.302,1341.302,1341.302,1341.302,0
09.06.2019,1337.302,1337.912,1325.282,1328.175,42109928.13
10.06.2019,1328.132,1330.075,1320.072,1327.412,35283549.96
11.06.2019,1327.175,1338.582,1326.232,1333.862,36353980.15
12.06.2019,1334.385,1343.355,1332.612,1342.332,33789019.85
13.06.2019,1342.612,1358.402,1337.992,1341.832,62980416.57
14.06.2019,1341.832,1341.832,1341.832,1341.832,0
15.06.2019,1341.832,1341.832,1341.832,1341.832,0
16.06.2019,1342.115,1343.762,1333.162,1340.002,34638494.85
17.06.2019,1340.495,1354.812,1338.855,1346.972,56590664.91
18.06.2019,1347.075,1362.852,1341.515,1360.612,54931843.25
19.06.2019,1361.125,1394.415,1357.875,1389.022,80309810.22
20.06.2019,1387.525,1412.082,1382.735,1400.102,75923218.43
21.06.2019,1400.102,1400.102,1400.102,1400.102,0
22.06.2019,1400.102,1400.102,1400.102,1400.102,0
23.06.2019,1400.885,1421.632,1400.102,1420.292,51519864.92
24.06.2019,1419.902,1439.582,1412.162,1423.682,73281625.09
25.06.2019,1425.145,1425.305,1402.202,1409.375,59250845.25
26.06.2019,1409.805,1412.392,1398.882,1410.252,57244640.35
27.06.2019,1410.292,1424.862,1405.912,1410.095,47145754.84
28.06.2019,1410.095,1410.095,1410.095,1410.095,0
29.06.2019,1410.095,1410.095,1410.095,1410.095,0
30.06.2019,1398.335,1398.335,1382.025,1385.082,55756748.74
01.07.2019,1384.245,1421.322,1383.565,1418.705,52821819.13
02.07.2019,1419.205,1438.102,1412.282,1418.885,58072751.16
03.07.2019,1420.055,1421.935,1410.425,1416.225,25366694.75
04.07.2019,1416.905,1424.522,1386.752,1399.135,66775050.16
05.07.2019,1399.135,1399.135,1399.135,1399.135,0
06.07.2019,1399.135,1399.135,1399.135,1399.135,0
07.07.2019,1399.465,1407.805,1391.992,1395.863,34648069.98
08.07.2019,1395.315,1400.292,1385.982,1397.992,36204299.9
09.07.2019,1398.285,1419.212,1390.132,1419.182,50659939.89
10.07.2019,1419.025,1427.392,1401.102,1404.678,54459469.91
11.07.2019,1404.595,1417.112,1403.365,1415.755,42968719.75
12.07.2019,1415.755,1415.755,1415.755,1415.755,0
13.07.2019,1415.755,1415.755,1415.755,1415.755,0
14.07.2019,1416.092,1420.062,1407.942,1414.262,31847900.93
15.07.2019,1415.295,1418.552,1401.082,1406.262,40616182.15
16.07.2019,1406.875,1427,1400.322,1426.542,41868403.58
17.07.2019,1430,1448.322,1414.862,1447.363,54931811.51
18.07.2019,1447.392,1453.242,1420.442,1426.102,59906041.59
19.07.2019,1426.102,1426.102,1426.102,1426.102,0
20.07.2019,1426.102,1426.102,1426.102,1426.102,0
21.07.2019,1428.212,1430.232,1422.462,1425.332,37248995.16
22.07.2019,1425.762,1430.425,1414.432,1417.812,43771460.5
23.07.2019,1418.022,1429.812,1416.572,1425.902,24997255.03
24.07.2019,1426.335,1434.032,1411.292,1414.642,45472694.75
25.07.2019,1414.562,1425.092,1413.525,1418.902,36099735.08
26.07.2019,1418.902,1418.902,1418.902,1418.902,0
27.07.2019,1418.902,1418.902,1418.902,1418.902,0
28.07.2019,1419.535,1428.365,1415.102,1427.002,24993785.95
29.07.2019,1427.122,1433.502,1422.535,1431.132,26425815.06
30.07.2019,1431.532,1434.742,1410.832,1413.322,38700604.92
31.07.2019,1413.625,1446.255,1400.725,1445.235,48997291.68
01.08.2019,1445.605,1449.652,1430.522,1441.302,44006984.71
02.08.2019,1441.302,1441.302,1441.302,1441.302,0
03.08.2019,1441.302,1441.302,1441.302,1441.302,0
04.08.2019,1440.502,1470.015,1436.895,1464.252,68568500.1
05.08.2019,1468.955,1475.185,1456.642,1474.832,59315014.45
06.08.2019,1474.515,1510.652,1472.522,1502.133,66372411.31
07.08.2019,1501.085,1509.785,1490.225,1501.453,48643179.77
08.08.2019,1505.172,1509.402,1495.015,1497.502,45553269.8
09.08.2019,1497.502,1497.502,1497.502,1497.502,0
10.08.2019,1497.502,1497.502,1497.502,1497.502,0
11.08.2019,1498.015,1520.502,1487.662,1511.372,32980322.88
12.08.2019,1511.585,1535.252,1480.102,1501.672,59538013.28
13.08.2019,1502.645,1524.292,1494.445,1516.963,53637932.45
14.08.2019,1516.962,1527.265,1508.092,1523.522,50529319.82
15.08.2019,1524.195,1528.202,1503.902,1513.985,36484080.2
16.08.2019,1513.985,1513.985,1513.985,1513.985,0
17.08.2019,1513.985,1513.985,1513.985,1513.985,0
18.08.2019,1512.802,1513.275,1493.425,1496.402,41797421.99
19.08.2019,1496.422,1508.785,1493.222,1507.802,34158134.82
20.08.2019,1508.122,1508.352,1496.692,1503.202,35348220.23
21.08.2019,1502.872,1504.872,1492.702,1498.802,34109503.17
22.08.2019,1498.912,1530.542,1493.712,1527.502,46511732.4
23.08.2019,1527.502,1527.502,1527.502,1527.502,0
24.08.2019,1527.502,1527.502,1527.502,1527.502,0
25.08.2019,1536.072,1555.432,1525.252,1528.092,78062374.77
26.08.2019,1527.752,1544.835,1525.922,1542.942,43421635.09
27.08.2019,1542.572,1547.062,1532.142,1539.702,56004319.97
28.08.2019,1539.792,1550.605,1519.875,1527.912,70554654.78
29.08.2019,1528.255,1533.392,1517.252,1520.902,65438648.94
30.08.2019,1520.902,1520.902,1520.902,1520.902,0
31.08.2019,1520.902,1520.902,1520.902,1520.902,0
01.09.2019,1528.785,1534.502,1519.552,1529.412,26727950
02.09.2019,1530.165,1549.925,1521.825,1547.602,54184601.96
03.09.2019,1547.295,1557.265,1534.102,1552.702,65153561.35
04.09.2019,1552.502,1553.252,1506.547,1519.502,72636261.23
05.09.2019,1517.802,1528.145,1502.795,1507.302,84205454.29
06.09.2019,1507.302,1507.302,1507.302,1507.302,0
07.09.2019,1507.302,1507.302,1507.302,1507.302,0
08.09.2019,1508.362,1515.722,1497.832,1499.402,58303322.85
09.09.2019,1499.272,1501.165,1484.665,1486.302,56090637.51
10.09.2019,1486.212,1498.435,1485.502,1497.702,51619892.36
11.09.2019,1497.212,1524.445,1489.492,1499.435,62569739.58
12.09.2019,1499.132,1509.252,1485.992,1489.152,53445457.91
13.09.2019,1489.152,1489.152,1489.152,1489.152,0
14.09.2019,1489.152,1489.152,1489.152,1489.152,0
15.09.2019,1507.402,1512.191,1496.125,1498.842,67342688.8
16.09.2019,1499.422,1507.295,1493.685,1501.792,45595427.99
17.09.2019,1501.735,1511.902,1483.452,1494.452,42720711.83
18.09.2019,1494.545,1504.772,1489.222,1499.182,44947140.16
19.09.2019,1499.25,1517.502,1498.215,1517.502,37105369.72
20.09.2019,1517.502,1517.502,1517.502,1517.502,0
21.09.2019,1517.502,1517.502,1517.502,1517.502,0
22.09.2019,1514.852,1527.035,1511.772,1522.752,45563979.21
23.09.2019,1522.642,1535.922,1515.852,1532.752,48806234.78
24.09.2019,1532.132,1535.385,1500.692,1504.302,65585029.66
25.09.2019,1504.352,1512.515,1500.642,1505.102,52944365.26
26.09.2019,1504.912,1507.625,1487.102,1497.402,60612745.17
27.09.2019,1497.402,1497.402,1497.402,1497.402,0
28.09.2019,1497.402,1497.402,1497.402,1497.402,0
29.09.2019,1495.022,1500.792,1464.712,1472.902,58621084.9
30.09.2019,1472.472,1487.455,1459.295,1479.542,59908070.8
01.10.2019,1479.275,1505.332,1474.735,1500.302,55579047.32
02.10.2019,1499.922,1519.842,1496.022,1505.602,62982785.85
03.10.2019,1505.802,1516.062,1496.072,1505.202,68933290.12
04.10.2019,1505.202,1505.202,1505.202,1505.202,0
05.10.2019,1505.202,1505.202,1505.202,1505.202,0
06.10.2019,1512.662,1512.715,1488.282,1493.902,55614970.56
07.10.2019,1493.712,1510.022,1487.185,1506.002,78016989.92
08.10.2019,1506.352,1512.742,1500.075,1506.102,59128724.37
09.10.2019,1506.072,1517.292,1491.372,1494.502,76147679.66
10.10.2019,1494.462,1503.385,1474.202,1489.502,69124489.61
11.10.2019,1489.502,1489.502,1489.502,1489.502,0
12.10.2019,1489.502,1489.502,1489.502,1489.502,0
13.10.2019,1488.852,1497.345,1483.132,1493.702,53478874.77
14.10.2019,1493.552,1498.702,1477.392,1481.522,69919249.3
15.10.2019,1481.282,1491.805,1477.255,1490.252,72007135.69
16.10.2019,1490.602,1497.585,1483.702,1492.302,69025980.11
17.10.2019,1492.142,1494.362,1485.102,1490.502,53720074.56
18.10.2019,1490.502,1490.502,1490.502,1490.502,0
19.10.2019,1490.502,1490.502,1490.502,1490.502,0
20.10.2019,1491.762,1495.435,1481.752,1485.002,44952427.83
21.10.2019,1484.812,1489.212,1481.082,1488.102,49576710.13
22.10.2019,1488.152,1496.535,1487.935,1492.373,52417615.18
23.10.2019,1492.302,1504.592,1488.205,1504.402,47784739.38
24.10.2019,1503.982,1518.175,1500.822,1505.102,55263514.85
25.10.2019,1505.102,1505.102,1505.102,1505.102,0
26.10.2019,1505.102,1505.102,1505.102,1505.102,0
27.10.2019,1505.012,1508.432,1490.242,1492.902,50068134.81
28.10.2019,1492.472,1495.005,1483.782,1488.102,41799055.62
29.10.2019,1488.355,1496.865,1481.402,1496.102,53571460.01
30.10.2019,1496.232,1514.405,1494.015,1513.402,59708335.1
31.10.2019,1513.332,1516.322,1503.542,1514.802,47830104.8
01.11.2019,1514.802,1514.802,1514.802,1514.802,0
02.11.2019,1514.802,1514.802,1514.802,1514.802,0
03.11.2019,1514.382,1515.025,1504.592,1510.145,45138650.1
04.11.2019,1509.992,1509.992,1479.572,1484.015,61478636.47
05.11.2019,1483.512,1494.385,1482.702,1490.955,40707398.77
06.11.2019,1490.662,1492.395,1460.812,1468.855,76167864.59
07.11.2019,1468.212,1473.165,1456.452,1459.425,59413613.41
08.11.2019,1459.425,1459.425,1459.425,1459.425,0
09.11.2019,1459.425,1459.425,1459.425,1459.425,0
10.11.2019,1459.902,1466.635,1448.432,1456.255,40695845.01
11.11.2019,1455.632,1460.645,1445.825,1456.865,62673664.48
12.11.2019,1456.542,1467.312,1456.102,1464.015,56723880.44
13.11.2019,1463.692,1474.852,1461.285,1471.745,56202639.67
14.11.2019,1471.512,1471.592,1462.605,1468.625,38195735.99
15.11.2019,1468.625,1468.625,1468.625,1468.625,0
16.11.2019,1468.625,1468.625,1468.625,1468.625,0
17.11.2019,1467.582,1474.185,1456.575,1471.815,44404399.68
18.11.2019,1471.572,1475.782,1464.995,1472.885,43900580.26
19.11.2019,1472.662,1478.995,1466.132,1472.015,60863950.1
20.11.2019,1475.432,1475.835,1462.582,1464.965,52138155.31
21.11.2019,1464.462,1473.432,1461.582,1462.575,42357230.57
22.11.2019,1462.575,1462.575,1462.575,1462.575,0
23.11.2019,1462.575,1462.575,1462.575,1462.575,0
24.11.2019,1460.652,1462.372,1454.212,1455.685,34914475.14
25.11.2019,1455.402,1463.162,1450.192,1461.915,36642770.95
26.11.2019,1462.052,1462.555,1452.792,1454.885,32483259.89
27.11.2019,1455.012,1458.495,1454.432,1457.288,18688680
28.11.2019,1456.102,1466.725,1453.192,1464.372,32235713.15
29.11.2019,1464.372,1464.372,1464.372,1464.372,0
30.11.2019,1464.372,1464.372,1464.372,1464.372,0
01.12.2019,1464.472,1465.802,1454.142,1462.802,51020390.21
02.12.2019,1462.752,1482.015,1460.052,1478.045,51557574.45
03.12.2019,1477.432,1484.245,1471.672,1475.025,58811134.99
04.12.2019,1475.112,1480.572,1473.102,1476.445,44629914.43
05.12.2019,1476.002,1480.595,1458.852,1460.615,45200834.69
06.12.2019,1460.615,1460.615,1460.615,1460.615,0
07.12.2019,1460.615,1460.615,1460.615,1460.615,0
08.12.2019,1459.842,1465.565,1459.002,1461.995,27462839.95
09.12.2019,1462.242,1469.375,1460.212,1464.945,42472425.62
10.12.2019,1464.252,1479.135,1462.922,1475.205,44224205.84
11.12.2019,1475.182,1486.955,1464.152,1470.205,63914138.44
12.12.2019,1468.502,1478.232,1462.112,1476.215,72347456.37
13.12.2019,1476.215,1476.215,1476.215,1476.215,0
14.12.2019,1476.215,1476.215,1476.215,1476.215,0
15.12.2019,1475.752,1480.112,1473.375,1476.602,34000832.97
16.12.2019,1476.702,1480.695,1474.432,1476.675,34652614.68
17.12.2019,1476.552,1479.485,1470.632,1475.705,35351369.98
18.12.2019,1475.772,1481.885,1473.445,1479.255,33809988.8
19.12.2019,1479.232,1481.192,1476.055,1478.915,25262748.05
20.12.2019,1478.915,1478.915,1478.915,1478.915,0
21.12.2019,1478.915,1478.915,1478.915,1478.915,0
22.12.2019,1478.752,1486.345,1477.712,1486.225,28661480.19
23.12.2019,1485.642,1500.805,1484.585,1500.375,30479249.83
24.12.2019,1500.375,1500.375,1500.375,1500.375,0
25.12.2019,1500.222,1512.832,1497.725,1511.745,37505106.33
26.12.2019,1512.102,1515.505,1507.555,1511.715,42600809.96
27.12.2019,1511.715,1511.715,1511.715,1511.715,0
28.12.2019,1511.715,1511.715,1511.715,1511.715,0
29.12.2019,1512.082,1516.335,1511.002,1515.615,37174818.04
30.12.2019,1515.142,1525.522,1515.015,1518.015,40577703.77
31.12.2019,1518.015,1518.015,1518.015,1518.015,0
01.01.2020,1519.592,1531.585,1517.392,1529.785,40935774.86
02.01.2020,1529.302,1553.762,1528.205,1552.805,70205563.04
03.01.2020,1552.805,1552.805,1552.805,1552.805,0
04.01.2020,1552.805,1552.805,1552.805,1552.805,0
05.01.2020,1560,1587.915,1560,1566.195,79720419.23
06.01.2020,1566.022,1577.602,1555.515,1574.945,62951240.24
07.01.2020,1576.122,1611.732,1552.485,1557.365,114163389.4
08.01.2020,1557.152,1561.545,1540.422,1552.675,54567109.59
09.01.2020,1552.902,1563.352,1545.935,1562.535,47176058.77
10.01.2020,1562.535,1562.535,1562.535,1562.535,0
11.01.2020,1562.535,1562.535,1562.535,1562.535,0
12.01.2020,1562.012,1562.012,1546.702,1548.225,43961903.04
13.01.2020,1548.662,1549.152,1536.145,1547.165,64720049.65
14.01.2020,1546.882,1558.405,1546.365,1556.755,51840409.61
15.01.2020,1556.722,1558.335,1548.212,1552.945,41381704.66
16.01.2020,1552.962,1561.425,1549.555,1557.695,42058590.17
17.01.2020,1557.695,1557.695,1557.695,1557.695,0
18.01.2020,1557.695,1557.695,1557.695,1557.695,0
19.01.2020,1557.982,1562.985,1556.555,1561.112,16566059.86
20.01.2020,1561.162,1568.845,1546.522,1558.855,63555899.83
21.01.2020,1559.182,1559.495,1550.422,1559.495,43609165.01
22.01.2020,1559.202,1568.105,1552.065,1563.425,52531073.87
23.01.2020,1562.872,1576.072,1556.735,1572.205,56794015.17
24.01.2020,1572.205,1572.205,1572.205,1572.205,0
25.01.2020,1572.205,1572.205,1572.205,1572.205,0
26.01.2020,1579.952,1588.885,1576.082,1582.675,72813355.21
27.01.2020,1582.012,1583.265,1565.782,1567.855,58777835.07
28.01.2020,1567.542,1578.212,1563.595,1577.245,55308428.23
29.01.2020,1577.542,1586.155,1572.482,1575.005,67476922.57
30.01.2020,1574.572,1590.922,1571.152,1590.135,74336160.84
31.01.2020,1590.135,1590.135,1590.135,1590.135,0
01.02.2020,1590.135,1590.135,1590.135,1590.135,0
02.02.2020,1594.112,1594.232,1569.842,1577.115,51269844.68
03.02.2020,1577.522,1579.882,1549.222,1553.475,53638099.61
04.02.2020,1553.062,1562.595,1547.682,1556.675,47287351.31
05.02.2020,1556.582,1568.512,1552.695,1567.085,42613804.91
06.02.2020,1567.072,1574.295,1560.972,1570.702,75093528.6
07.02.2020,1570.702,1570.702,1570.702,1570.702,0
08.02.2020,1570.702,1570.702,1570.702,1570.702,0
09.02.2020,1572.082,1577.195,1568.205,1572.725,47548415.15
10.02.2020,1572.522,1574.265,1562.302,1568.545,54860790.25
11.02.2020,1568.502,1570.655,1562.132,1566.465,45062463.94
12.02.2020,1566.465,1578.552,1565.752,1576.645,58336939.48
13.02.2020,1576.662,1585.302,1573.272,1584.102,40543165.15
14.02.2020,1584.102,1584.102,1584.102,1584.102,0
15.02.2020,1584.102,1584.102,1584.102,1584.102,0
16.02.2020,1582.812,1583.965,1579.065,1581.342,16863410.06
17.02.2020,1584.682,1605.295,1582.745,1602.215,52687078.24
18.02.2020,1601.822,1613.175,1599.735,1612.275,53513421.6
19.02.2020,1612.542,1623.932,1604.082,1619.995,58044770.21
20.02.2020,1620.572,1649.442,1619.165,1643.602,84611694.22
21.02.2020,1643.602,1643.602,1643.602,1643.602,0
22.02.2020,1643.602,1643.602,1643.602,1643.602,0
23.02.2020,1655.502,1689.542,1651.122,1660.065,120009105
24.02.2020,1659.372,1664.402,1625.262,1635.425,141475824.4
25.02.2020,1635.932,1655.205,1625.112,1641.212,121384505.3
26.02.2020,1641.462,1660.575,1635.452,1645.362,194963479.3
27.02.2020,1644.902,1649.802,1563.162,1586.645,194657392.4
28.02.2020,1586.645,1586.645,1586.645,1586.645,0
29.02.2020,1586.645,1586.645,1586.645,1586.645,0
01.03.2020,1592.142,1611.222,1575.632,1589.752,212348316.8
02.03.2020,1585.822,1649.575,1585.382,1641.292,178240956.4
03.03.2020,1641.102,1652.962,1632.092,1637.322,176036838.8
04.03.2020,1638.232,1674.842,1635.245,1672.542,131888466.8
05.03.2020,1672.772,1692.332,1642.762,1674.352,173127627.4
06.03.2020,1674.352,1674.352,1674.352,1674.352,0
07.03.2020,1674.352,1674.352,1674.352,1674.352,0
08.03.2020,1695.855,1703.745,1657.812,1680.822,135129880.7
09.03.2020,1680.522,1681.212,1641.729,1649.902,134707354.8
10.03.2020,1650.172,1671.512,1633.202,1635.302,114762535.5
11.03.2020,1634.632,1650.505,1560.952,1577.702,120066899.3
12.03.2020,1579.982,1598.192,1505.032,1529.802,133123637
13.03.2020,1529.802,1529.802,1529.802,1529.802,0
14.03.2020,1529.802,1529.802,1529.802,1529.802,0
15.03.2020,1568.302,1576.105,1451.492,1514.902,118350186.7
16.03.2020,1512.952,1554.195,1466.032,1528.752,117859883.2
17.03.2020,1528.642,1546.632,1473.072,1486.652,120685156.5
18.03.2020,1487.152,1501.442,1464.372,1471.832,95007925.27
19.03.2020,1471.452,1516.412,1455.682,1499.402,76405799.51
20.03.2020,1499.402,1499.402,1499.402,1499.402,0
21.03.2020,1499.402,1499.402,1499.402,1499.402,0
22.03.2020,1504.182,1561.612,1483.002,1554.065,78958299.58
23.03.2020,1556.232,1638.612,1553.552,1632.295,46923518.12
24.03.2020,1635.922,1645.472,1597.922,1619.515,45366762.82
25.03.2020,1621.542,1645.602,1597.822,1634.352,34617162.41
26.03.2020,1635.682,1638.222,1614.996,1630.315,34062695.12
27.03.2020,1630.315,1630.315,1630.315,1630.315,0
28.03.2020,1630.315,1630.315,1630.315,1630.315,0
29.03.2020,1642.292,1642.542,1612.054,1623.295,35803261.88
30.03.2020,1624.902,1624.902,1575.092,1578.442,46365559.7
31.03.2020,1578.462,1601.722,1569.182,1592.902,46291070.04
01.04.2020,1592.652,1621.182,1583.412,1615.862,53936226.79
02.04.2020,1617.612,1626.742,1607.232,1619.852,41828564.61
03.04.2020,1619.852,1619.852,1619.852,1619.852,0
04.04.2020,1619.852,1619.852,1619.852,1619.852,0
05.04.2020,1621.602,1670.185,1610.552,1661.802,48078374.15
06.04.2020,1666.612,1676.382,1643.742,1649.192,62124176.38
07.04.2020,1651.072,1657.632,1642.462,1648.292,39681675.02
08.04.2020,1649.272,1691.022,1644.602,1685.842,49394846.95
09.04.2020,1685.842,1685.842,1685.842,1685.842,0
10.04.2020,1685.842,1685.842,1685.842,1685.842,0
11.04.2020,1685.842,1685.842,1685.842,1685.842,0
12.04.2020,1686.652,1724.602,1677.422,1716.762,42197045.62
13.04.2020,1715.662,1748.022,1709.762,1727.982,64239102.33
14.04.2020,1731.292,1732.582,1708.752,1717.852,51357538.55
15.04.2020,1718.502,1739.242,1708.752,1719.122,60470365.38
16.04.2020,1718.822,1719.842,1679.952,1685.082,65737679.06
17.04.2020,1685.082,1685.082,1685.082,1685.082,0
18.04.2020,1685.082,1685.082,1685.082,1685.082,0
19.04.2020,1687.192,1703.335,1672.645,1696.592,53244682.67
20.04.2020,1700.242,1700.242,1661.592,1687.312,61588177.86
21.04.2020,1690.012,1719.112,1680.972,1715.182,65287743.87
22.04.2020,1714.262,1739.512,1707.592,1731.432,64462149.86
23.04.2020,1732.202,1736.872,1710.892,1730.902,61960270.64
24.04.2020,1730.902,1730.902,1730.902,1730.902,0
25.04.2020,1730.902,1730.902,1730.902,1730.902,0
26.04.2020,1730.102,1730.282,1706.662,1714.562,68455025.02
27.04.2020,1713.508,1716,1692.532,1708.392,77271131.87
28.04.2020,1708.842,1718.365,1698.242,1714.242,62256980.87
29.04.2020,1715.642,1722.142,1681.792,1687.572,69842435.84
30.04.2020,1690.092,1706.215,1671.055,1701.942,90565425.46
01.05.2020,1701.942,1701.942,1701.942,1701.942,0
02.05.2020,1701.942,1701.942,1701.942,1701.942,0
03.05.2020,1700.122,1714.422,1693.142,1702.992,53250259.91
04.05.2020,1703.012,1712.302,1690.752,1706.902,51143926.35
05.05.2020,1708.132,1708.475,1682.752,1686.232,47193966.9
06.05.2020,1685.172,1722.602,1683.692,1716.672,59948594.15
07.05.2020,1718.572,1723.682,1702.172,1703.782,55208425.4
08.05.2020,1703.782,1703.782,1703.782,1703.782,0
09.05.2020,1703.782,1703.782,1703.782,1703.782,0
10.05.2020,1703.852,1713,1692.502,1698.542,62217552.3
11.05.2020,1698.002,1711.252,1693.922,1703.492,59385927.71
12.05.2020,1702.722,1718.952,1699.642,1716.992,81174004.85
13.05.2020,1718.402,1736.645,1711.512,1731.002,68621066.81
14.05.2020,1732.412,1752.025,1729.132,1743.042,77665067.43
15.05.2020,1743.042,1743.042,1743.042,1743.042,0
16.05.2020,1743.042,1743.042,1743.042,1743.042,0
17.05.2020,1746.132,1765.332,1728.015,1733.122,77955011.55
18.05.2020,1734.522,1748.135,1726.965,1745.592,87359399.32
19.05.2020,1747.842,1754.212,1742.695,1748.702,78140868.72
20.05.2020,1749.622,1749.622,1717.372,1727.462,76679944.69
21.05.2020,1726.872,1740.502,1724.635,1735.152,63846464.16
22.05.2020,1735.152,1735.152,1735.152,1735.152,0
23.05.2020,1735.152,1735.152,1735.152,1735.152,0
24.05.2020,1736.592,1738.962,1721.802,1729.422,29767124.89
25.05.2020,1729.912,1735.962,1709.042,1711.202,65256545.25
26.05.2020,1713.222,1716.152,1694.112,1709.962,70702614.84
27.05.2020,1712.152,1727.892,1708.055,1718.672,69411049.96
